graph,type,path,n,arcs,edges,directed,step,name,formula,bits,bits per edge,redundancy,saved vs previous (%),saved vs (0) (%),saved vs (2) (%),H part,stored arcs,tree edges,components
bio-grid-yeast,undirected,Datasets/Undirected/bio-grid-yeast.txt,6008,313890,156945,False,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 2n",1635103.2910895064,10.418320373949513,o(m) + o(n),-2.278076011991637,61.01998437346965,2.1683004137678985,1586314.1188865765,150938.0,6007.0,"[[""H(G-T) - entropy of what is left"", 1586314.1188865763, ""150938 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 36773.17220293003, """"], [""2n - LOUDS"", 12016, ""2 x 6008""]]"
bio-grid-yeast,undirected,Datasets/Undirected/bio-grid-yeast.txt,6008,313890,156945,False,4,"Twin removal, then TREX","H(G0-T0) + lg C(n0+m0', n0) + 2n0 + lg C(N, n0)",1596834.768603027,10.174486403536443,o(m) + o(n) + o(N),0.1156754244272306,61.93228612997411,,1548247.0390791665,150802.0,5755.0,"[[""H(G0-T0) - entropy after contraction"", 1548247.0390791663, ""150802 residual arcs, n0 = 5756""], [""lg C(n0+m0', n0)"", 35572.18973010801, """"], [""2n0 - LOUDS"", 11512, ""2 x 5756""], [""lg C(N, n0) - the class sizes in B"", 1503.5397937529979, ""252 twins removed""]]"
roadNet-PA,undirected,Datasets/Undirected/roadNet-PA.txt,1088092,3083798,1541899,False,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),88697782.0,57.52502725535201,,,0.0,,0.0,3083798.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 64759758, ""3083798 x 21""], [""n*ceil(lg m) - one offset per vertex"", 23938024, ""1088092 x 22""]]"
roadNet-PA,undirected,Datasets/Undirected/roadNet-PA.txt,1088092,3083798,1541899,False,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",68213962.9558982,44.24022776841946,o(m),23.09394731437795,23.09394731437795,,0.0,3083798.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 64759758, ""3083798 x 21""], [""lg C(n+m, n) - the separator bitvector"", 3454204.955898192, ""C(4171890, 1088092)""]]"
roadNet-PA,undirected,Datasets/Undirected/roadNet-PA.txt,1088092,3083798,1541899,False,1u,Wavelet tree: each edge stored once,"m'*ceil(lg n) + lg C(n+m', n),  m' = |E|",34953090.40661068,22.668858600083848,o(m),48.75962502104062,60.59305022237119,,0.0,1541899.0,0.0,"[[""m'*ceil(lg n) - each edge stored once"", 32379879, ""1541899 x 21""], [""lg C(n+m', n)"", 2573211.4066106807, ""C(2629991, 1088092)""]]"
roadNet-PA,undirected,Datasets/Undirected/roadNet-PA.txt,1088092,3083798,1541899,False,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",32383280.399337724,21.002205980636685,o(m),7.352168227124578,63.490315463200965,,29810068.99272704,1541899.0,0.0,"[[""H(G) - in-degree entropy of the string"", 29810068.99272704, ""sum d lg(m/d) over 1541899 arcs""], [""lg C(n+m, n) - the separator bitvector"", 2573211.4066106807, """"]]"
roadNet-PA,undirected,Datasets/Undirected/roadNet-PA.txt,1088092,3083798,1541899,False,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 2n",11658316.101598794,7.561011519949616,o(m) + o(n),63.99896502814699,86.85613570179378,,8133800.706319557,454013.0,1087886.0,"[[""H(G-T) - entropy of what is left"", 8133800.7063195575, ""454013 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 1348331.3952792361, """"], [""2n - LOUDS"", 2176184, ""2 x 1088092""]]"
roadNet-PA,undirected,Datasets/Undirected/roadNet-PA.txt,1088092,3083798,1541899,False,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 2n",11908809.672844185,7.7234693535985075,o(m) + o(n),-2.1486256596785718,86.57372326080917,63.22543755299191,8384294.277564948,454013.0,1087886.0,"[[""H(G-T) - entropy of what is left"", 8384294.277564948, ""454013 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 1348331.3952792361, """"], [""2n - LOUDS"", 2176184, ""2 x 1088092""]]"
roadNet-PA,undirected,Datasets/Undirected/roadNet-PA.txt,1088092,3083798,1541899,False,4,"Twin removal, then TREX","H(G0-T0) + lg C(n0+m0', n0) + 2n0 + lg C(N, n0)",11736676.26752114,7.611832076887747,o(m) + o(n) + o(N),-0.6721396575582794,86.76779057730988,,8124751.727874751,453710.0,1069650.0,"[[""H(G0-T0) - entropy after contraction"", 8124751.727874751, ""453710 residual arcs, n0 = 1069856""], [""lg C(n0+m0', n0)"", 1338561.9036981782, """"], [""2n0 - LOUDS"", 2139712, ""2 x 1069856""], [""lg C(N, n0) - the class sizes in B"", 133650.63594821034, ""18236 twins removed""]]"
large_twitch_edges,undirected,Datasets/Undirected/large_twitch_edges.txt,168114,13595114,6797557,False,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),248746788.0,36.593556773411386,,,0.0,,0.0,13595114.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 244712052, ""13595114 x 18""], [""n*ceil(lg m) - one offset per vertex"", 4034736, ""168114 x 24""]]"
large_twitch_edges,undirected,Datasets/Undirected/large_twitch_edges.txt,168114,13595114,6797557,False,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",246021495.9164437,36.19263448860285,o(m),1.0956089545792524,1.0956089545792524,,0.0,13595114.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 244712052, ""13595114 x 18""], [""lg C(n+m, n) - the separator bitvector"", 1309443.9164437354, ""C(13763228, 168114)""]]"
large_twitch_edges,undirected,Datasets/Undirected/large_twitch_edges.txt,168114,13595114,6797557,False,1u,Wavelet tree: each edge stored once,"m'*ceil(lg n) + lg C(n+m', n),  m' = |E|",123498837.22444832,18.168120874079957,o(m),49.80160706510287,50.35158515315249,,0.0,6797557.0,0.0,"[[""m'*ceil(lg n) - each edge stored once"", 122356026, ""6797557 x 18""], [""lg C(n+m', n)"", 1142811.2244483056, ""C(6965671, 168114)""]]"
large_twitch_edges,undirected,Datasets/Undirected/large_twitch_edges.txt,168114,13595114,6797557,False,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",94701908.28035358,13.931756406066706,o(m),23.317570911019057,61.92838949126307,,93559097.05590528,6797557.0,0.0,"[[""H(G) - in-degree entropy of the string"", 93559097.05590527, ""sum d lg(m/d) over 6797557 arcs""], [""lg C(n+m, n) - the separator bitvector"", 1142811.2244483056, """"]]"
large_twitch_edges,undirected,Datasets/Undirected/large_twitch_edges.txt,168114,13595114,6797557,False,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 2n",91697740.0469211,13.489808183575526,o(m) + o(n),3.172236217816216,63.13611090852716,,90224699.71495074,6629444.0,168113.0,"[[""H(G-T) - entropy of what is left"", 90224699.71495074, ""6629444 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 1136812.3319703585, """"], [""2n - LOUDS"", 336228, ""2 x 168114""]]"
large_twitch_edges,undirected,Datasets/Undirected/large_twitch_edges.txt,168114,13595114,6797557,False,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 2n",93346061.83490816,13.732295563672093,o(m) + o(n),-1.7975598822213446,62.473460427192265,1.43169918121564,91873021.5029378,6629444.0,168113.0,"[[""H(G-T) - entropy of what is left"", 91873021.50293781, ""6629444 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 1136812.3319703585, """"], [""2n - LOUDS"", 336228, ""2 x 168114""]]"
large_twitch_edges,undirected,Datasets/Undirected/large_twitch_edges.txt,168114,13595114,6797557,False,4,"Twin removal, then TREX","H(G0-T0) + lg C(n0+m0', n0) + 2n0 + lg C(N, n0)",91698189.65049808,13.489874325511076,o(m) + o(n) + o(N),-0.0004903104228626,63.135930161036654,,90223690.71156402,6629341.0,167257.0,"[[""H(G0-T0) - entropy after contraction"", 90223690.71156402, ""6629341 residual arcs, n0 = 167258""], [""lg C(n0+m0', n0)"", 1132236.657272836, """"], [""2n0 - LOUDS"", 334516, ""2 x 167258""], [""lg C(N, n0) - the class sizes in B"", 7746.281661240431, ""856 twins removed""]]"
G_barabasi_albert,directed,Datasets/Synthetic/G_barabasi_albert.txt,40000,559804,559804,True,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),9756864.0,17.4290716036327,,,0.0,,0.0,559804.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 8956864, ""559804 x 16""], [""n*ceil(lg m) - one offset per vertex"", 800000, ""40000 x 20""]]"
G_barabasi_albert,directed,Datasets/Synthetic/G_barabasi_albert.txt,40000,559804,559804,True,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",9168851.168898528,16.37868105425922,o(m),6.026658064532531,6.026658064532531,,0.0,559804.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 8956864, ""559804 x 16""], [""lg C(n+m, n) - the separator bitvector"", 211987.16889852777, ""C(599804, 40000)""]]"
G_barabasi_albert,directed,Datasets/Synthetic/G_barabasi_albert.txt,40000,559804,559804,True,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",8769880.294050938,15.665983619357736,o(m),4.351372571090828,10.115788289649853,,8557893.12515241,559804.0,0.0,"[[""H(G) - in-degree entropy of the string"", 8557893.12515241, ""sum d lg(m/d) over 559804 arcs""], [""lg C(n+m, n) - the separator bitvector"", 211987.16889852777, """"]]"
G_barabasi_albert,directed,Datasets/Synthetic/G_barabasi_albert.txt,40000,559804,559804,True,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",8274014.577078599,14.78019910018256,o(m) + o(n),5.6541902551248135,15.198012629072222,,7946154.242523479,519805.0,39999.0,"[[""H(G-T) - entropy of what is left"", 7946154.242523479, ""519805 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 207860.33455511907, """"], [""3n - LOUDS, plus n for D"", 120000, ""3 x 40000""]]"
G_barabasi_albert,directed,Datasets/Synthetic/G_barabasi_albert.txt,40000,559804,559804,True,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",8274067.768961262,14.780294118943884,o(m) + o(n),-0.0006428787642009,15.197467455103798,5.653583725949041,7946207.434406143,519805.0,39999.0,"[[""H(G-T) - entropy of what is left"", 7946207.434406143, ""519805 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 207860.33455511907, """"], [""3n - LOUDS, plus n for D"", 120000, ""3 x 40000""]]"
G_barabasi_albert,directed,Datasets/Synthetic/G_barabasi_albert.txt,40000,559804,559804,True,4,"Twin removal, then TREX",no twins in this graph,,,,,,,,,,[]
G_bipartite,directed,Datasets/Synthetic/G_bipartite.txt,2000,1000000,1000000,True,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),11040000.0,11.04,,,0.0,,0.0,1000000.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 11000000, ""1000000 x 11""], [""n*ceil(lg m) - one offset per vertex"", 40000, ""2000 x 20""]]"
G_bipartite,directed,Datasets/Synthetic/G_bipartite.txt,2000,1000000,1000000,True,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",11020813.034860449,11.020813034860447,o(m),0.1737949740901578,0.1737949740901578,,0.0,1000000.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 11000000, ""1000000 x 11""], [""lg C(n+m, n) - the separator bitvector"", 20813.0348604464, ""C(1002000, 2000)""]]"
G_bipartite,directed,Datasets/Synthetic/G_bipartite.txt,2000,1000000,1000000,True,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",9986597.319522535,9.986597319522536,o(m),9.384205249345356,9.541690946353842,,9965784.284662088,1000000.0,0.0,"[[""H(G) - in-degree entropy of the string"", 9965784.284662088, ""sum d lg(m/d) over 1000000 arcs""], [""lg C(n+m, n) - the separator bitvector"", 20813.0348604464, """"]]"
G_bipartite,directed,Datasets/Synthetic/G_bipartite.txt,2000,1000000,1000000,True,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",9971229.417365296,9.971229417365295,o(m) + o(n),0.1538852690815662,9.68089295864768,,9944422.1503977,998001.0,1999.0,"[[""H(G-T) - entropy of what is left"", 9944422.150397701, ""998001 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 20807.26696759477, """"], [""3n - LOUDS, plus n for D"", 6000, ""3 x 2000""]]"
G_bipartite,directed,Datasets/Synthetic/G_bipartite.txt,2000,1000000,1000000,True,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",9971229.417365296,9.971229417365295,o(m) + o(n),0.0,9.68089295864768,0.1538852690815662,9944422.1503977,998001.0,1999.0,"[[""H(G-T) - entropy of what is left"", 9944422.150397701, ""998001 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 20807.26696759477, """"], [""3n - LOUDS, plus n for D"", 6000, ""3 x 2000""]]"
G_bipartite,directed,Datasets/Synthetic/G_bipartite.txt,2000,1000000,1000000,True,4,"Twin removal, then TREX","H(G0-T0) + lg C(n0+m0', n0) + 3n0 + lg C(N, n0)",26.930847041405467,2.693084704140547e-05,o(m) + o(n) + o(N),99.9997299144778,99.9997560611681,,0.0,0.0,1.0,"[[""H(G0-T0) - entropy after contraction"", 0.0, ""0 residual arcs, n0 = 2""], [""lg C(n0+m0', n0)"", 0.0, """"], [""3n0 - LOUDS and D"", 6, ""3 x 2""], [""lg C(N, n0) - the class sizes in B"", 20.930847041405467, ""1998 twins removed""]]"
G_erdos_renyi,directed,Datasets/Synthetic/G_erdos_renyi.txt,20000,999036,999036,True,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),15385540.0,15.400385972077082,,,0.0,,0.0,999036.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 14985540, ""999036 x 15""], [""n*ceil(lg m) - one offset per vertex"", 400000, ""20000 x 20""]]"
G_erdos_renyi,directed,Datasets/Synthetic/G_erdos_renyi.txt,20000,999036,999036,True,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",15127521.64990904,15.142118652289849,o(m),1.6770184867801796,1.6770184867801796,,0.0,999036.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 14985540, ""999036 x 15""], [""lg C(n+m, n) - the separator bitvector"", 141981.64990903955, ""C(1019036, 20000)""]]"
G_erdos_renyi,directed,Datasets/Synthetic/G_erdos_renyi.txt,20000,999036,999036,True,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",14123979.648689898,14.13760830309408,o(m),6.633882432587212,8.19964948458164,,13981997.998780858,999036.0,0.0,"[[""H(G) - in-degree entropy of the string"", 13981997.998780858, ""sum d lg(m/d) over 999036 arcs""], [""lg C(n+m, n) - the separator bitvector"", 141981.64990903955, """"]]"
G_erdos_renyi,directed,Datasets/Synthetic/G_erdos_renyi.txt,20000,999036,999036,True,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",13881793.066532549,13.89518802779134,o(m) + o(n),1.714719138524201,9.773767664101818,,13680389.06060551,979037.0,19999.0,"[[""H(G-T) - entropy of what is left"", 13680389.06060551, ""979037 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 141404.00592703852, """"], [""3n - LOUDS, plus n for D"", 60000, ""3 x 20000""]]"
G_erdos_renyi,directed,Datasets/Synthetic/G_erdos_renyi.txt,20000,999036,999036,True,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",13910653.624279285,13.924076433961623,o(m) + o(n),-0.2079022328629554,9.58618531244737,1.5103818450375672,13709249.618352246,979037.0,19999.0,"[[""H(G-T) - entropy of what is left"", 13709249.618352246, ""979037 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 141404.00592703852, """"], [""3n - LOUDS, plus n for D"", 60000, ""3 x 20000""]]"
G_erdos_renyi,directed,Datasets/Synthetic/G_erdos_renyi.txt,20000,999036,999036,True,4,"Twin removal, then TREX",no twins in this graph,,,,,,,,,,[]
graph_A_skewed,directed,Datasets/GA_and_GB/graph_A_skewed.txt,1000,2997,2997,True,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),41970.0,14.004004004004004,,,0.0,,0.0,2997.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 29970, ""2997 x 10""], [""n*ceil(lg m) - one offset per vertex"", 12000, ""1000 x 12""]]"
graph_A_skewed,directed,Datasets/GA_and_GB/graph_A_skewed.txt,1000,2997,2997,True,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",33207.7657727888,11.080335593189456,o(m),20.87737485635264,20.87737485635264,,0.0,2997.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 29970, ""2997 x 10""], [""lg C(n+m, n) - the separator bitvector"", 3237.765772788798, ""C(3997, 1000)""]]"
graph_A_skewed,directed,Datasets/GA_and_GB/graph_A_skewed.txt,1000,2997,2997,True,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",17940.274914374728,5.98607771584075,o(m),45.975664134937375,57.25452724714146,,14702.509141585932,2997.0,0.0,"[[""H(G) - in-degree entropy of the string"", 14702.509141585932, ""sum d lg(m/d) over 2997 arcs""], [""lg C(n+m, n) - the separator bitvector"", 3237.765772788798, """"]]"
graph_A_skewed,directed,Datasets/GA_and_GB/graph_A_skewed.txt,1000,2997,2997,True,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",7757.107350991946,2.58829074107172,o(m) + o(n),56.76149118107144,81.51749499406256,,2009.40631359804,1998.0,999.0,"[[""H(G-T) - entropy of what is left"", 2009.40631359804, ""1998 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 2747.7010373939056, """"], [""3n - LOUDS, plus n for D"", 3000, ""3 x 1000""]]"
graph_A_skewed,directed,Datasets/GA_and_GB/graph_A_skewed.txt,1000,2997,2997,True,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",17698.07756431853,5.905264452558735,o(m) + o(n),-128.15305710646606,57.831599799098086,1.3500202823655494,11950.376526924623,1998.0,999.0,"[[""H(G-T) - entropy of what is left"", 11950.376526924625, ""1998 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 2747.7010373939056, """"], [""3n - LOUDS, plus n for D"", 3000, ""3 x 1000""]]"
graph_A_skewed,directed,Datasets/GA_and_GB/graph_A_skewed.txt,1000,2997,2997,True,4,"Twin removal, then TREX",no twins in this graph,,,,,,,,,,[]
graph_B_uniform,directed,Datasets/GA_and_GB/graph_B_uniform.txt,1000,2997,2997,True,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),41970.0,14.004004004004004,,,0.0,,0.0,2997.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 29970, ""2997 x 10""], [""n*ceil(lg m) - one offset per vertex"", 12000, ""1000 x 12""]]"
graph_B_uniform,directed,Datasets/GA_and_GB/graph_B_uniform.txt,1000,2997,2997,True,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",33207.7657727888,11.080335593189456,o(m),20.87737485635264,20.87737485635264,,0.0,2997.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 29970, ""2997 x 10""], [""lg C(n+m, n) - the separator bitvector"", 3237.765772788798, ""C(3997, 1000)""]]"
graph_B_uniform,directed,Datasets/GA_and_GB/graph_B_uniform.txt,1000,2997,2997,True,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",7987.898387450103,2.665298093910612,o(m),75.9456916129071,80.96759974398356,,4750.132614661305,2997.0,0.0,"[[""H(G) - in-degree entropy of the string"", 4750.132614661305, ""sum d lg(m/d) over 2997 arcs""], [""lg C(n+m, n) - the separator bitvector"", 3237.765772788798, """"]]"
graph_B_uniform,directed,Datasets/GA_and_GB/graph_B_uniform.txt,1000,2997,2997,True,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",7766.513664589986,2.591429317514176,o(m) + o(n),2.7715014904037605,81.49508300073866,,2018.8126271960805,1998.0,999.0,"[[""H(G-T) - entropy of what is left"", 2018.8126271960803, ""1998 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 2747.7010373939056, """"], [""3n - LOUDS, plus n for D"", 3000, ""3 x 1000""]]"
graph_B_uniform,directed,Datasets/GA_and_GB/graph_B_uniform.txt,1000,2997,2997,True,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",7745.701037393906,2.584484830628597,o(m) + o(n),0.2679790198653942,81.54467229594017,3.032053467739604,1998.0,1998.0,999.0,"[[""H(G-T) - entropy of what is left"", 1998.0, ""1998 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 2747.7010373939056, """"], [""3n - LOUDS, plus n for D"", 3000, ""3 x 1000""]]"
graph_B_uniform,directed,Datasets/GA_and_GB/graph_B_uniform.txt,1000,2997,2997,True,4,"Twin removal, then TREX","H(G0-T0) + lg C(n0+m0', n0) + 3n0 + lg C(N, n0)",64.49352887346079,0.0215193623201404,o(m) + o(n) + o(N),99.1695948573746,99.84633421759956,,9.509775004326936,6.0,3.0,"[[""H(G0-T0) - entropy after contraction"", 9.509775004326936, ""6 residual arcs, n0 = 4""], [""lg C(n0+m0', n0)"", 7.71424551766612, """"], [""3n0 - LOUDS and D"", 12, ""3 x 4""], [""lg C(N, n0) - the class sizes in B"", 35.269508351467735, ""996 twins removed""]]"
Wiki-Vote,directed,Datasets/Directed/Wiki-Vote.txt,7115,103689,103689,True,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),1468912.0,14.166517181186046,,,0.0,,0.0,103689.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 1347957, ""103689 x 13""], [""n*ceil(lg m) - one offset per vertex"", 120955, ""7115 x 17""]]"
Wiki-Vote,directed,Datasets/Directed/Wiki-Vote.txt,7115,103689,103689,True,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",1386059.7780740962,13.367471747958763,o(m),5.640380221953656,5.640380221953656,,0.0,103689.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 1347957, ""103689 x 13""], [""lg C(n+m, n) - the separator bitvector"", 38102.77807409617, ""C(110804, 7115)""]]"
Wiki-Vote,directed,Datasets/Directed/Wiki-Vote.txt,7115,103689,103689,True,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",1144119.8308026316,11.03414856737582,o(m),17.45523180880666,22.111070588120217,,1106017.0527285354,103689.0,0.0,"[[""H(G) - in-degree entropy of the string"", 1106017.0527285354, ""sum d lg(m/d) over 103689 arcs""], [""lg C(n+m, n) - the separator bitvector"", 38102.77807409617, """"]]"
Wiki-Vote,directed,Datasets/Directed/Wiki-Vote.txt,7115,103689,103689,True,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",1079471.9490172493,10.4106698783598,o(m) + o(n),5.650446749098825,26.51214306798165,,1020726.615385218,96598.0,7091.0,"[[""H(G-T) - entropy of what is left"", 1020726.6153852179, ""96598 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 37400.33363203133, """"], [""3n - LOUDS, plus n for D"", 21345, ""3 x 7115""]]"
Wiki-Vote,directed,Datasets/Directed/Wiki-Vote.txt,7115,103689,103689,True,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",1091586.9576185842,10.527509741810452,o(m) + o(n),-1.1223087929579156,25.68738238787728,4.591553416847438,1032841.6239865528,96598.0,7091.0,"[[""H(G-T) - entropy of what is left"", 1032841.6239865528, ""96598 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 37400.33363203133, """"], [""3n - LOUDS, plus n for D"", 21345, ""3 x 7115""]]"
Wiki-Vote,directed,Datasets/Directed/Wiki-Vote.txt,7115,103689,103689,True,4,"Twin removal, then TREX","H(G0-T0) + lg C(n0+m0', n0) + 3n0 + lg C(N, n0)",1075046.0531075858,10.367985544344972,o(m) + o(n) + o(N),0.4100056433789523,26.81344742860119,,1020367.2058802918,96561.0,5823.0,"[[""H(G0-T0) - entropy after contraction"", 1020367.2058802918, ""96561 residual arcs, n0 = 5847""], [""lg C(n0+m0', n0)"", 32333.331417176538, """"], [""3n0 - LOUDS and D"", 17541, ""3 x 5847""], [""lg C(N, n0) - the class sizes in B"", 4804.515810117418, ""1268 twins removed""]]"
wikilink_graph.2005-03-01_edgelist,directed,Datasets/Directed/wikilink_graph.2005-03-01_edgelist.txt,244112,3659390,3659390,True,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),71239484.0,19.46758448812507,,,0.0,,0.0,3659390.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 65869020, ""3659390 x 18""], [""n*ceil(lg m) - one offset per vertex"", 5370464, ""244112 x 22""]]"
wikilink_graph.2005-03-01_edgelist,directed,Datasets/Directed/wikilink_graph.2005-03-01_edgelist.txt,244112,3659390,3659390,True,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",67186181.33098489,18.35994013510036,o(m),5.6896856089175385,5.6896856089175385,,0.0,3659390.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 65869020, ""3659390 x 18""], [""lg C(n+m, n) - the separator bitvector"", 1317161.3309848886, ""C(3903502, 244112)""]]"
wikilink_graph.2005-03-01_edgelist,directed,Datasets/Directed/wikilink_graph.2005-03-01_edgelist.txt,244112,3659390,3659390,True,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",54892254.22779338,15.000383732751464,o(m),18.29829714927079,22.9468671786093,,53575092.89680849,3659390.0,0.0,"[[""H(G) - in-degree entropy of the string"", 53575092.89680849, ""sum d lg(m/d) over 3659390 arcs""], [""lg C(n+m, n) - the separator bitvector"", 1317161.3309848886, """"]]"
wikilink_graph.2005-03-01_edgelist,directed,Datasets/Directed/wikilink_graph.2005-03-01_edgelist.txt,244112,3659390,3659390,True,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",50614818.4184868,13.831490608677075,o(m) + o(n),7.792421480006917,28.951172051601603,,48588827.46130259,3415322.0,244068.0,"[[""H(G-T) - entropy of what is left"", 48588827.46130259, ""3415322 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 1293654.957184208, """"], [""3n - LOUDS, plus n for D"", 732336, ""3 x 244112""]]"
wikilink_graph.2005-03-01_edgelist,directed,Datasets/Directed/wikilink_graph.2005-03-01_edgelist.txt,244112,3659390,3659390,True,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",52496263.19821412,14.345632249695749,o(m) + o(n),-3.717181723682983,26.31015800421277,4.364898223411107,50470272.24102991,3415322.0,244068.0,"[[""H(G-T) - entropy of what is left"", 50470272.24102991, ""3415322 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 1293654.957184208, """"], [""3n - LOUDS, plus n for D"", 732336, ""3 x 244112""]]"
wikilink_graph.2005-03-01_edgelist,directed,Datasets/Directed/wikilink_graph.2005-03-01_edgelist.txt,244112,3659390,3659390,True,4,"Twin removal, then TREX","H(G0-T0) + lg C(n0+m0', n0) + 3n0 + lg C(N, n0)",50012842.25722668,13.666988830714049,o(m) + o(n) + o(N),1.189327908445581,29.796175591015395,,47999660.28032294,3373867.0,234206.0,"[[""H(G0-T0) - entropy after contraction"", 47999660.28032294, ""3373867 residual arcs, n0 = 234240""], [""lg C(n0+m0', n0)"", 1250831.3879242544, """"], [""3n0 - LOUDS and D"", 702720, ""3 x 234240""], [""lg C(N, n0) - the class sizes in B"", 59630.588979489796, ""9872 twins removed""]]"
