graph,type,path,n,arcs,edges,directed,step,name,formula,bits,bits per edge,redundancy,saved vs previous (%),saved vs (0) (%),saved vs (2) (%),H part,stored arcs,tree edges,components
Cit-HepPh,directed,Datasets/Directed/Cit-HepPh.txt,34546,421578,421578,True,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),7401622.0,17.55694557116358,,,0.0,,0.0,421578.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 6745248, ""421578 x 16""], [""n*ceil(lg m) - one offset per vertex"", 656374, ""34546 x 19""]]"
Cit-HepPh,directed,Datasets/Directed/Cit-HepPh.txt,34546,421578,421578,True,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",6921750.70121478,16.41867151799852,o(m),6.483326205867035,6.483326205867035,,0.0,421578.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 6745248, ""421578 x 16""], [""lg C(n+m, n) - the separator bitvector"", 176502.7012147805, ""C(456124, 34546)""]]"
Cit-HepPh,directed,Datasets/Directed/Cit-HepPh.txt,34546,421578,421578,True,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",5919121.579354553,14.040394848295104,o(m),14.4851955110759,20.029399240402267,,5742618.878139772,421578.0,0.0,"[[""H(G) - in-degree entropy of the string"", 5742618.878139772, ""sum d lg(m/d) over 421578 arcs""], [""lg C(n+m, n) - the separator bitvector"", 176502.7012147805, """"]]"
Cit-HepPh,directed,Datasets/Directed/Cit-HepPh.txt,34546,421578,421578,True,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",5424499.8362592105,12.867132146979232,o(m) + o(n),8.35633694061202,26.71201209330589,,5148440.249829134,387093.0,34485.0,"[[""H(G-T) - entropy of what is left"", 5148440.249829134, ""387093 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 172421.58643007657, """"], [""3n - LOUDS, plus n for D"", 103638, ""3 x 34546""]]"
Cit-HepPh,directed,Datasets/Directed/Cit-HepPh.txt,34546,421578,421578,True,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",5586527.127570936,13.251467409520744,o(m) + o(n),-2.9869535662749858,24.522933924875712,5.618983278594603,5310467.541140859,387093.0,34485.0,"[[""H(G-T) - entropy of what is left"", 5310467.541140859, ""387093 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 172421.58643007657, """"], [""3n - LOUDS, plus n for D"", 103638, ""3 x 34546""]]"
Cit-HepPh,directed,Datasets/Directed/Cit-HepPh.txt,34546,421578,421578,True,4,"Twin removal, then TREX","H(G0-T0) + lg C(n0+m0', n0) + 3n0 + lg C(N, n0)",5420851.849070118,12.85847897440122,o(m) + o(n) + o(N),0.0672502036908273,26.76129841445405,,5144371.582967499,386809.0,34273.0,"[[""H(G0-T0) - entropy after contraction"", 5144371.582967499, ""386809 residual arcs, n0 = 34334""], [""lg C(n0+m0', n0)"", 171620.69913352682, """"], [""3n0 - LOUDS and D"", 103002, ""3 x 34334""], [""lg C(N, n0) - the class sizes in B"", 1857.5669690924472, ""212 twins removed""]]"
Amazon0302,directed,Datasets/Directed/Amazon0302.txt,262111,1234877,1234877,True,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),27732117.0,22.45739211273673,,,0.0,,0.0,1234877.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 22227786, ""1234877 x 18""], [""n*ceil(lg m) - one offset per vertex"", 5504331, ""262111 x 21""]]"
Amazon0302,directed,Datasets/Directed/Amazon0302.txt,262111,1234877,1234877,True,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",23229593.361548133,18.811260847475605,o(m),16.235773267694874,16.235773267694874,,0.0,1234877.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 22227786, ""1234877 x 18""], [""lg C(n+m, n) - the separator bitvector"", 1001807.3615481314, ""C(1496988, 262111)""]]"
Amazon0302,directed,Datasets/Directed/Amazon0302.txt,262111,1234877,1234877,True,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",22569890.03453085,18.277034906740383,o(m),2.839926281745808,18.614615557366758,,21568082.672982715,1234877.0,0.0,"[[""H(G) - in-degree entropy of the string"", 21568082.672982715, ""sum d lg(m/d) over 1234877 arcs""], [""lg C(n+m, n) - the separator bitvector"", 1001807.3615481314, """"]]"
Amazon0302,directed,Datasets/Directed/Amazon0302.txt,262111,1234877,1234877,True,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",18127450.02508432,14.679559199081623,o(m) + o(n),19.68303789982941,34.633731622132125,,16420187.204264097,972767.0,262110.0,"[[""H(G-T) - entropy of what is left"", 16420187.204264097, ""972767 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 920929.8208202224, """"], [""3n - LOUDS, plus n for D"", 786333, ""3 x 262111""]]"
Amazon0302,directed,Datasets/Directed/Amazon0302.txt,262111,1234877,1234877,True,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",18897751.498033013,15.30334721436468,o(m) + o(n),-4.249364758323804,31.856080449851653,16.27007721738848,17190488.67721279,972767.0,262110.0,"[[""H(G-T) - entropy of what is left"", 17190488.67721279, ""972767 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 920929.8208202224, """"], [""3n - LOUDS, plus n for D"", 786333, ""3 x 262111""]]"
Amazon0302,directed,Datasets/Directed/Amazon0302.txt,262111,1234877,1234877,True,4,"Twin removal, then TREX","H(G0-T0) + lg C(n0+m0', n0) + 3n0 + lg C(N, n0)",18118710.23504769,14.672481741135105,o(m) + o(n) + o(N),0.04821301410034,34.66524667032201,,16409459.89545925,972179.0,261717.0,"[[""H(G0-T0) - entropy after contraction"", 16409459.89545925, ""972179 residual arcs, n0 = 261718""], [""lg C(n0+m0', n0)"", 919848.5167496679, """"], [""3n0 - LOUDS and D"", 785154, ""3 x 261718""], [""lg C(N, n0) - the class sizes in B"", 4247.822838776932, ""393 twins removed""]]"
Slashdot0811,directed,Datasets/Directed/Slashdot0811.txt,77360,905468,905468,True,0,Adjacency lists,m*ceil(lg n) + n*ceil(lg m),16940156.0,18.70872962931876,,,0.0,,0.0,905468.0,0.0,"[[""m*ceil(lg n) - one id per stored arc"", 15392956, ""905468 x 17""], [""n*ceil(lg m) - one offset per vertex"", 1547200, ""77360 x 20""]]"
Slashdot0811,directed,Datasets/Directed/Slashdot0811.txt,77360,905468,905468,True,1,One string + separator bitvector,"m*ceil(lg n) + lg C(n+m, n)",15783741.83978548,17.431584373810537,o(m),6.826467006646919,6.826467006646919,,0.0,905468.0,0.0,"[[""m*ceil(lg n) - the adjacency string, uncompressed"", 15392956, ""905468 x 17""], [""lg C(n+m, n) - the separator bitvector"", 390785.8397854813, ""C(982828, 77360)""]]"
Slashdot0811,directed,Datasets/Directed/Slashdot0811.txt,77360,905468,905468,True,2,Entropy-compressed adjacency string,"H(G) + lg C(n+m, n)",13525612.427294737,14.937703405636352,o(m),14.306679844438175,20.15650607175792,,13134826.587509256,905468.0,0.0,"[[""H(G) - in-degree entropy of the string"", 13134826.587509256, ""sum d lg(m/d) over 905468 arcs""], [""lg C(n+m, n) - the separator bitvector"", 390785.8397854813, """"]]"
Slashdot0811,directed,Datasets/Directed/Slashdot0811.txt,77360,905468,905468,True,3b,TREX - best MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",12319426.069148198,13.605589672023967,o(m) + o(n),8.917794773658084,27.276785000396707,,11706107.029401518,828109.0,77359.0,"[[""H(G-T) - entropy of what is left"", 11706107.029401518, ""828109 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 381239.03974668006, """"], [""3n - LOUDS, plus n for D"", 232080, ""3 x 77360""]]"
Slashdot0811,directed,Datasets/Directed/Slashdot0811.txt,77360,905468,905468,True,3w,TREX - worst MST-based tree,"H(G-T) + lg C(n+m', n) + 3n",12666964.360653391,13.989411399026132,o(m) + o(n),-2.821059110663793,25.22522011808278,6.348311924926875,12053645.320906714,828109.0,77359.0,"[[""H(G-T) - entropy of what is left"", 12053645.320906714, ""828109 residual arcs""], [""lg C(n+m', n) - separator bitvector of A'"", 381239.03974668006, """"], [""3n - LOUDS, plus n for D"", 232080, ""3 x 77360""]]"
Slashdot0811,directed,Datasets/Directed/Slashdot0811.txt,77360,905468,905468,True,4,"Twin removal, then TREX","H(G0-T0) + lg C(n0+m0', n0) + 3n0 + lg C(N, n0)",10652516.401300248,11.764652534711605,o(m) + o(n) + o(N),13.53074127391719,37.11677506806757,,10090650.640386283,738711.0,63203.0,"[[""H(G0-T0) - entropy after contraction"", 10090650.640386285, ""738711 residual arcs, n0 = 63204""], [""lg C(n0+m0', n0)"", 319148.65826139506, """"], [""3n0 - LOUDS and D"", 189612, ""3 x 63204""], [""lg C(N, n0) - the class sizes in B"", 53105.10265256848, ""14156 twins removed""]]"
